City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
205,lima,0,PE,1528746327,63,-12.06,-77.04,67.76,3.58
206,padang,56,ID,1528746323,100,-0.92,100.36,83.69,5.93
207,vanimo,80,PG,1528746490,100,-2.67,141.3,81.62,6.38
208,melo,36,UY,1528746490,98,-32.37,-54.17,59.93,7.61
209,riverton,1,US,1528743180,20,43.02,-108.38,69.8,6.93
210,anadyr,0,RU,1528743600,58,64.73,177.51,53.6,4.47
211,jackson,40,US,1528744500,55,35.61,-88.82,91.4,5.82
212,ust-nera,48,RU,1528746492,66,64.57,143.24,44.36,2.57
213,xining,8,CN,1528746492,77,36.62,101.77,37.79,0.89
214,rimini,0,IT,1528744500,88,44.06,12.57,80.6,4.7
215,umm lajj,0,SA,1528746493,67,25.02,37.27,82.43,6.15
216,creel,92,MX,1528746493,28,27.75,-107.63,78.02,4.25
217,broome,0,GB,1528744800,82,52.47,1.45,68.0,8.05
218,mol,90,BE,1528745100,56,51.18,5.12,69.8,9.17
219,saldanha,8,PT,1528746328,68,41.42,-6.55,58.85,7.94
220,nome,1,US,1528744500,49,30.04,-94.42,91.4,16.11
221,la ronge,75,CA,1528743600,51,55.1,-105.3,59.0,20.8
222,labuhan,24,ID,1528746358,93,-2.54,115.51,72.08,1.57
223,saint george,20,GR,1528743000,50,39.45,22.34,75.2,3.91
224,swan hill,88,AU,1528746379,95,-35.34,143.56,49.22,12.75
225,codrington,0,AU,1528746367,87,-28.95,153.24,41.84,2.68
226,vitkov,0,CZ,1528745400,77,49.77,17.75,69.8,2.24
227,namibe,0,AO,1528746292,100,-15.19,12.15,70.28,6.71
228,labuan,75,BN,1528745400,94,5.28,115.24,78.8,6.38
229,pirai do sul,64,BR,1528746261,71,-24.53,-49.95,70.46,12.97
230,carmaux,100,FR,1528745400,93,44.05,2.16,59.0,8.05
231,vila velha,0,BR,1528743600,54,-3.71,-38.6,84.2,20.8
232,kisii,40,KE,1528743600,73,-0.67,34.77,73.4,4.7
233,necochea,92,AR,1528746383,87,-38.55,-58.74,51.92,12.75
234,ponta delgada,20,PT,1528745400,77,37.73,-25.67,69.8,11.41
235,ushtobe,20,KZ,1528746498,87,45.25,77.98,58.13,2.8
236,jacareacanga,20,BR,1528743600,56,-6.22,-57.76,93.2,5.82
237,ayr,75,GB,1528744800,77,55.46,-4.63,59.0,9.17
238,aklavik,75,CA,1528743600,52,68.22,-135.01,42.8,12.75
239,havoysund,75,NO,1528744800,86,71.0,24.66,39.2,14.99
240,coos bay,20,US,1528743360,72,43.37,-124.22,64.4,5.82
241,araucaria,40,BR,1528743600,65,-25.59,-49.41,77.0,12.75
242,honiara,40,SB,1528745400,94,-9.43,159.96,73.4,3.47
243,paamiut,68,GL,1528746418,98,61.99,-49.67,37.16,8.84
244,baker city,1,US,1528743360,44,44.77,-117.83,59.0,8.05
245,ranong,88,TH,1528746501,96,9.96,98.62,85.04,15.21
246,oranjemund,0,ZA,1528746399,71,-28.55,16.43,68.39,14.54
247,colares,20,PT,1528745400,72,38.8,-9.45,68.0,9.17
248,victoria,75,BN,1528745400,94,5.28,115.24,78.8,6.38
249,macusani,68,PE,1528746502,100,-14.07,-70.43,52.28,2.68
250,itanagar,100,IN,1528746503,100,27.1,93.63,73.34,2.68
251,iwanai,92,JP,1528746299,100,42.97,140.51,54.71,8.95
252,alice springs,0,AU,1528743600,62,-23.7,133.88,57.2,8.05
253,tasiilaq,90,GL,1528743000,55,65.61,-37.64,39.2,14.99
254,taltal,36,CL,1528746505,90,-25.41,-70.49,47.96,2.24
255,narwar,0,IN,1528746505,59,25.64,77.91,84.05,12.3
256,kuala terengganu,75,MY,1528743600,88,5.33,103.14,77.0,3.36
257,burley,1,US,1528743180,29,42.54,-113.79,66.2,17.22
258,east london,0,ZA,1528746304,100,-33.02,27.91,68.03,17.0
259,banjar,68,ID,1528746507,96,-7.37,108.54,71.54,2.57
260,dzerzhinskoye,44,RU,1528746507,95,56.84,95.22,57.41,1.57
261,quelimane,75,MZ,1528743600,88,-17.88,36.89,71.6,4.7
262,daugavpils,80,LV,1528746508,59,55.88,26.53,68.39,9.84
263,lata,12,IN,1528746414,100,30.78,78.62,55.43,2.35
264,oktyabrskoye,0,RU,1528746509,91,56.73,85.44,53.36,2.35
265,son la,92,VN,1528746312,98,21.32,103.9,70.91,1.57
266,aginskoye,88,RU,1528746509,95,51.11,114.54,54.44,3.47
267,tandil,68,AR,1528746509,78,-37.33,-59.14,50.39,9.95
268,atar,0,MR,1528746351,25,20.52,-13.05,84.14,7.38
269,kitimat,90,CA,1528743600,62,54.02,-128.69,53.6,12.75
270,norman wells,90,CA,1528743600,75,65.28,-126.83,44.6,10.29
271,samarkand,0,UZ,1528743600,28,39.65,66.98,73.4,4.7
272,kieta,36,PG,1528746511,100,-6.22,155.63,78.29,4.92
273,cianorte,80,BR,1528746511,63,-23.66,-52.61,81.17,12.3
274,manacor,0,ES,1528745400,68,39.57,3.21,71.6,3.36
275,pontianak,32,ID,1528746512,100,-0.02,109.34,77.21,5.93
276,cabo san lucas,20,MX,1528742520,40,22.89,-109.91,93.2,3.36
277,kamsack,1,CA,1528743600,32,51.56,-101.9,66.2,20.8
278,oyon,68,PE,1528746512,48,-10.67,-76.77,53.36,1.01
279,la macarena,32,CO,1528746513,84,2.18,-73.79,78.65,1.68
280,ilam,0,IR,1528743600,28,33.64,46.42,71.6,2.24
281,olinda,75,EC,1528743600,65,-2.03,-79.75,80.6,8.05
282,tarakan,36,ID,1528746514,100,3.3,117.63,79.73,1.45
283,pemba,75,MZ,1528743600,69,-12.97,40.52,77.0,16.11
284,rio grande,90,BR,1528743600,100,-32.03,-52.1,68.0,13.76
285,porto novo,20,BR,1528743600,51,-23.68,-45.44,82.4,3.36
286,tecoanapa,90,MX,1528742940,74,16.99,-99.26,82.4,6.93
287,estacion coahuila,5,MX,1528743420,12,32.19,-115.0,96.8,4.7
288,mayskiy,75,RU,1528743600,93,43.63,44.06,60.8,4.7
289,lisakovsk,12,KZ,1528746516,59,52.55,62.49,50.12,9.95
290,berea,90,US,1528745100,68,41.37,-81.85,71.6,3.36
291,thunder bay,40,CA,1528743600,42,48.41,-89.26,68.0,13.87
292,touros,0,BR,1528746422,72,-5.2,-35.46,80.54,15.1
293,dunmore town,76,BS,1528746517,100,25.5,-76.65,80.36,7.94
294,san ignacio,12,CL,1528746517,90,-36.8,-72.03,44.45,3.13
295,akdepe,0,TM,1528743600,39,42.05,59.39,78.8,2.24
296,emerald,0,AU,1528746415,80,-23.53,148.16,46.79,1.34
297,tobol,40,SE,1528744800,93,59.83,12.54,57.2,5.82
298,jutai,68,BR,1528746519,55,-1.71,-47.89,86.93,4.81
299,el mante,90,MX,1528742700,41,20.61,-103.43,78.8,6.93
300,tigil,80,RU,1528746520,75,57.8,158.67,49.76,11.74
301,pahrump,1,US,1528743480,6,36.21,-115.98,93.2,4.59
302,abu samrah,8,SY,1528746288,73,35.3,37.18,70.46,11.41
303,tolaga bay,92,NZ,1528746520,96,-38.37,178.3,58.76,24.05
